editor,platform,project,relative_file,language,event_time
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],01-Associations/db/migrate/20231208195452_join_users_to_posts.rb,ruby,1702122180000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],01-Associations/db/schema.rb,ruby,1702122240000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],01-Associations/db/schema.rb,ruby,1702122300000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],01-Associations/db/schema.rb,ruby,1702122360000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],01-Associations/db/schema.rb,ruby,1702122420000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702122480000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702122540000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],01-Associations/app/models/post.rb,ruby,1702122600000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],01-Associations/spec/models/user_spec.rb,ruby,1702122660000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702122720000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],03-Sinatra/app/views/layout.erb,erb,1702122780000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702123620000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702123680000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702123740000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702123800000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702123860000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702123920000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702123980000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702124040000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702124100000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702124160000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702124220000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702124280000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702124340000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702124400000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702124460000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702124520000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702124580000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702124640000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702124700000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702124880000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702124940000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702125000000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702125120000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702125180000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702125240000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702125300000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702125360000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702125420000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702125480000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702125540000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702125600000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702125660000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702125720000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702125900000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702125960000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702126020000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702126080000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702126140000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/visualization/plotter.py,python,1702126200000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702126260000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702126320000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702126380000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702126440000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702126500000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702126560000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702126620000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702126680000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702126740000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702126800000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],03-Sinatra/app/views/layout.erb,erb,1702126860000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702126920000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702126980000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702127040000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702127100000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702127340000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702127400000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702127460000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702127700000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],03-Sinatra/app/models/user.rb,ruby,1702127760000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],03-Sinatra/app/models/user.rb,ruby,1702127820000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],03-Sinatra/app/models/user.rb,ruby,1702127880000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702127940000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702128000000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702128120000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702128180000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],02-Validations/db/migrate/20141025152200_init_world.rb,ruby,1702128240000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],03-Sinatra/app/models/user.rb,ruby,1702128300000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],03-Sinatra/app/models/user.rb,ruby,1702128360000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],03-Sinatra/app/models/user.rb,ruby,1702128420000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],02-Validations/app/models/user.rb,ruby,1702128480000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],02-Validations/app/models/user.rb,ruby,1702128540000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],02-Validations/app/models/user.rb,ruby,1702128660000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],02-Validations/spec/models/user_spec.rb,ruby,1702128720000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],02-Validations/spec/models/user_spec.rb,ruby,1702128780000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],02-Validations/app/models/user.rb,ruby,1702128840000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702128900000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],02-Validations/app/models/user.rb,ruby,1702128960000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],02-Validations/spec/models/user_spec.rb,ruby,1702129020000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],02-Validations/spec/models/user_spec.rb,ruby,1702129080000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],02-Validations/spec/models/user_spec.rb,ruby,1702129140000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],02-Validations/spec/models/user_spec.rb,ruby,1702129200000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],02-Validations/app/models/user.rb,ruby,1702129320000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],02-Validations/app/models/user.rb,ruby,1702129380000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702129500000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],02-Validations/spec/spec_helper.rb,ruby,1702129560000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],02-Validations/spec/spec_helper.rb,ruby,1702129620000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],02-Validations/spec/spec_helper.rb,ruby,1702129680000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702129740000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],03-Sinatra/app/models/user.rb,ruby,1702130340000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],03-Sinatra/app/models/user.rb,ruby,1702130400000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702130520000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],interface.py,python,1702130580000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702130640000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702130700000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702130760000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/controllers/main_controller.py,python,1702130820000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702130880000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702130940000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702131000000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702131120000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702131540000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],03-Sinatra/app/models/user.rb,ruby,1702131600000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702131660000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702131720000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702131780000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702131840000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],02-Validations/app/models/post.rb,ruby,1702131900000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702131960000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],02-Validations/app/models/post.rb,ruby,1702132020000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702132080000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702132140000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702132200000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702132260000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702132320000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702132380000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702132440000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702132500000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702132620000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702132680000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702132740000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702132800000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702132860000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702132920000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702132980000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702133040000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702133280000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702133340000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702133400000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702133460000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702133520000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702133580000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702133640000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702133700000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702133760000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702133820000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702133880000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702133940000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702134000000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702134060000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702134120000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],02-Validations/app/models/post.rb,ruby,1702134180000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702134240000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702134300000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702134360000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702134420000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702134480000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702134600000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702134780000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702134840000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702134900000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702134960000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702135020000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702135080000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702135140000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702135200000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702135260000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702135320000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702135380000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702135440000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702135500000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702135560000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702135620000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702135740000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702135800000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702135860000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702135920000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702135980000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702136040000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],02-Validations/app/models/post.rb,ruby,1702136400000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702136460000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702136520000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702136640000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],02-Validations/app/models/post.rb,ruby,1702136760000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702136820000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702136880000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702136940000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702137000000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702137060000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702137120000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702137180000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702137240000
VSCode,Linux 5.10,04-ActiveRecord-Advanced [WSL: Ubuntu],02-Validations/app/models/post.rb,ruby,1702208640000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702208700000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702208760000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702208940000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702209000000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702209060000
VSCode,Linux 5.10,wellness-logging [WSL: Ubuntu],lib/data_processing/correlation_calculator.py,python,1702209240000
